"REF_DATE","GEO","DGUID","Type of structure","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","785","","","","0"
"2011","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","786","","","","0"
"2012","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","817","","","","0"
"2013","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","845","","","","0"
"2014","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","840","","","","0"
"2015","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","826","","","","0"
"2016","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","886","","","","0"
"2017","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","930","","","","0"
"2018","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","927","","","","0"
"2019","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","999","","","","0"
"2020","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","1008","","","","0"
"2021","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","909","","","","0"
"2022","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","876","","","","0"
"2023","Brock, Ontario","2011A00053518039","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v53844171","221.4.3","1196","","","","0"
"1987","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","436","","","","0"
"1988","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","461","","","","0"
"1989","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","473","","","","0"
"1990","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","486","","","","0"
"1991","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","518","","","","0"
"1992","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","546","","","","0"
"1993","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","563","","","","0"
"1994","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","581","","","","0"
"1995","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","599","","","","0"
"1996","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","596","","","","0"
"1997","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","597","","","","0"
"1998","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","595","","","","0"
"1999","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","594","","","","0"
"2000","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","596","","","","0"
"2001","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","599","","","","0"
"2002","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","613","","","","0"
"2003","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","631","","","","0"
"2004","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","642","","","","0"
"2005","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","654","","","","0"
"2006","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","668","","","","0"
"2007","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","700","","","","0"
"2008","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","712","","","","0"
"2009","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","727","","","","0"
"2010","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","747","","","","0"
"2011","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","761","","","","0"
"2012","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","772","","","","0"
"2013","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","793","","","","0"
"2014","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","821","","","","0"
"2015","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","840","","","","0"
"2016","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","890","","","","0"
"2017","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","866","","","","0"
"2018","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","877","","","","0"
"2019","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","923","","","","0"
"2020","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","997","","","","0"
"2021","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","1033","","","","0"
"2022","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","1159","","","","0"
"2023","Brockville, Ontario","2011S0504512","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824919","71.4.3","1185","","","","0"
"1987","Centre Wellington, Ontario","2011S0504531","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v42135739","194.4.3","","..","","","0"
