"REF_DATE","GEO","DGUID","Type of structure","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Cobourg, Ontario","2011S0504527","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824923","73.4.3","","F","","","0"
"2023","Cobourg, Ontario","2011S0504527","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824923","73.4.3","1448","","","","0"
"1987","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","428","","","","0"
"1988","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","452","","","","0"
"1989","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","482","","","","0"
"1990","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","521","","","","0"
"1991","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","546","","","","0"
"1992","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","566","","","","0"
"1993","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","","F","","","0"
"1994","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","586","","","","0"
"1995","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","615","","","","0"
"1996","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","619","","","","0"
"1997","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","626","","","","0"
"1998","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","649","","","","0"
"1999","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","658","","","","0"
"2000","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","681","","","","0"
"2001","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","701","","","","0"
"2002","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","712","","","","0"
"2003","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","","F","","","0"
"2004","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","","F","","","0"
"2005","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","","F","","","0"
"2006","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","765","","","","0"
"2007","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","757","","","","0"
"2008","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","823","","","","0"
"2009","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","833","","","","0"
"2010","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","869","","","","0"
"2011","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","883","","","","0"
"2012","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","928","","","","0"
"2013","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","926","","","","0"
"2014","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","951","","","","0"
"2015","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","962","","","","0"
"2016","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","980","","","","0"
"2017","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","1068","","","","0"
"2018","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","1091","","","","0"
"2019","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","1136","","","","0"
"2020","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","1147","","","","0"
"2021","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","1207","","","","0"
"2022","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","1284","","","","0"
"2023","Collingwood, Ontario","2011S0504567","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824865","74.4.3","1423","","","","0"
"1987","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","477","","","","0"
"1988","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","496","","","","0"
"1989","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","515","","","","0"
"1990","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","528","","","","0"
"1991","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","556","","","","0"
"1992","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","584","","","","0"
"1993","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","586","","","","0"
"1994","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","597","","","","0"
"1995","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","609","","","","0"
"1996","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","612","","","","0"
"1997","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","608","","","","0"
"1998","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","598","","","","0"
"1999","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","605","","","","0"
"2000","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","611","","","","0"
"2001","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","618","","","","0"
"2002","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","626","","","","0"
"2003","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","636","","","","0"
"2004","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","645","","","","0"
"2005","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","684","","","","0"
"2006","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","671","","","","0"
"2007","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","692","","","","0"
"2008","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","692","","","","0"
"2009","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","711","","","","0"
"2010","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","729","","","","0"
"2011","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","736","","","","0"
"2012","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","758","","","","0"
"2013","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","777","","","","0"
"2014","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","803","","","","0"
"2015","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","808","","","","0"
"2016","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","823","","","","0"
"2017","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","885","","","","0"
"2018","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","875","","","","0"
"2019","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","917","","","","0"
"2020","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","954","","","","0"
"2021","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","1056","","","","0"
"2022","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","1118","","","","0"
"2023","Cornwall, Ontario","2011S0504501","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824831","75.4.3","1187","","","","0"
"1987","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"1988","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","381","","","t","0"
"1989","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","410","","","t","0"
"1990","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"1991","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"1992","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"1993","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"1994","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"1995","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"1996","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"1997","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"1998","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"1999","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"2000","Dunnville, Ontario","","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824869","76.4.3","","F","","t","0"
"1987","Elliot Lake, Ontario","2011S0504582","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824870","77.4.3","379","","","","0"
"1988","Elliot Lake, Ontario","2011S0504582","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824870","77.4.3","398","","","","0"
"1989","Elliot Lake, Ontario","2011S0504582","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824870","77.4.3","398","","","","0"
"1990","Elliot Lake, Ontario","2011S0504582","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824870","77.4.3","431","","","","0"
"1991","Elliot Lake, Ontario","2011S0504582","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824870","77.4.3","397","","","","0"
"1992","Elliot Lake, Ontario","2011S0504582","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824870","77.4.3","422","","","","0"
"1993","Elliot Lake, Ontario","2011S0504582","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824870","77.4.3","376","","","","0"
